flying	aircraftHelicopter	1	6	18	15	0.0111111111111
used a	aircraftHelicopter	1	4	18	29	0.00862068965517
operates	aircraftHelicopter	1	18	18	33	0.0016835016835
used	aircraftHelicopter	1	46	18	109	0.000199441563622
used	aircraftHelicopterAttack	1	46	1	109	0.000199441563622
flying	aircraftHelicopterCargo	1	6	1	15	0.0111111111111
is the 4th largest operator of	aircraftInterceptor	1	3	2	3	0.111111111111
is currently the	aircraftInterceptor	1	17	2	48	0.00122549019608
also became the first operational	aircraftPatrol	1	1	12	1	1.0
made the first trans-Atlantic flight by a	aircraftPatrol	1	1	12	1	1.0
was once again fully operational as the first	aircraftPatrol	1	1	12	1	1.0
was replaced by a second	aircraftPatrol	1	1	12	1	1.0
also operated	aircraftPatrol	2	3	12	4	0.333333333333
conducted of	aircraftPatrol	1	2	12	2	0.25
modified some	aircraftPatrol	1	2	12	2	0.25
were equipped with	aircraftPatrol	1	2	12	2	0.25
currently operates the	aircraftPatrol	1	5	12	5	0.04
operating	aircraftPatrol	1	6	12	17	0.00980392156863
followed by	aircraftPatrol	1	18	12	38	0.00146198830409
have operated a number of	aircraftRecon	1	1	10	1	1.0
is the operator of the new	aircraftRecon	1	1	10	1	1.0
reported that a	aircraftRecon	1	1	10	1	1.0
flew the	aircraftRecon	1	2	10	3	0.166666666667
currently uses the	aircraftRecon	1	2	10	4	0.125
has operated the	aircraftRecon	1	3	10	3	0.111111111111
currently operates the	aircraftRecon	1	5	10	5	0.04
were the	aircraftRecon	1	22	10	28	0.00162337662338
consisted of	aircraftRecon	1	21	10	83	0.00057372346529
used	aircraftRecon	1	46	10	109	0.000199441563622
fly the	aircraftTrainer	2	1	16	2	2.0
also includes native-made	aircraftTrainer	1	1	16	1	1.0
began receiving the first	aircraftTrainer	1	1	16	1	1.0
is the first operator of the	aircraftTrainer	1	1	16	1	1.0
mainly operates the	aircraftTrainer	1	1	16	1	1.0
named the military variant as the	aircraftTrainer	1	1	16	1	1.0
took delivery of the	aircraftTrainer	1	1	16	1	1.0
has operated	aircraftTrainer	1	2	16	2	0.25
currently operates the	aircraftTrainer	1	5	16	5	0.04
operated the	aircraftTrainer	1	6	16	8	0.0208333333333
operates the	aircraftTrainer	1	15	16	26	0.0025641025641
using	aircraftTrainer	1	23	16	30	0.00144927536232
announced that the	aircraftTrainer	1	28	16	60	0.000595238095238
uses the	aircraftTrainer	1	30	16	69	0.00048309178744
received	aircraftTrainer	1	28	16	133	0.000268528464017
CH-47	aircraftTransport	1	1	36	1	1.0
active duty	aircraftTransport	1	1	36	1	1.0
aircraft designation	aircraftTransport	1	1	36	1	1.0
airplane	aircraftTransport	1	1	36	1	1.0
began receiving deliveries of the	aircraftTransport	1	1	36	1	1.0
dispatched a	aircraftTransport	1	1	36	1	1.0
landed a	aircraftTransport	1	1	36	1	1.0
operate the	aircraftTransport	1	1	36	1	1.0
sent flights of	aircraftTransport	1	1	36	1	1.0
successfully landed a	aircraftTransport	1	1	36	1	1.0
tanker	aircraftTransport	1	1	36	1	1.0
transport	aircraftTransport	1	1	36	1	1.0
transported the helicopter in a	aircraftTransport	1	1	36	1	1.0
twice sent	aircraftTransport	1	1	36	1	1.0
sent a	aircraftTransport	3	5	36	7	0.257142857143
conducted of	aircraftTransport	1	2	36	2	0.25
has operated	aircraftTransport	1	2	36	2	0.25
modified some	aircraftTransport	1	2	36	2	0.25
flies the	aircraftTransport	1	2	36	3	0.166666666667
operating	aircraftTransport	4	6	36	17	0.156862745098
became the most successful song from	album	7	1	817	7	7.0
are adapted from	album	13	2	817	14	6.03571428571
was the only song on	album	4	1	817	4	4.0
would be the third single from	album	3	1	817	3	3.0
are taken from	album	5	2	817	6	2.08333333333
was the only single from	album	5	2	817	6	2.08333333333
a further hit from	album	2	1	817	2	2.0
is the only song on	album	2	1	817	2	2.0
is the second single for the	album	2	1	817	2	2.0
was recorded during the last	album	2	1	817	2	2.0
was the best song on	album	2	1	817	2	2.0
was the last video from	album	2	1	817	2	2.0
was the only song from	album	2	1	817	2	2.0
were the only songs from	album	2	1	817	2	2.0
will be the second single from	album	2	1	817	2	2.0
would appear on the	album	2	1	817	2	2.0
would be the next single from	album	2	1	817	2	2.0
would be the second single from	album	2	1	817	2	2.0
was the most successful song from	album	8	4	817	11	1.45454545455
, what makes	album	1	1	817	1	1.0
became an affiliate member of	alliance	2	1	103	2	2.0
became the 27th member of	alliance	2	1	103	2	2.0
has codeshare agreements with	alliance	2	1	103	2	2.0
also entered a co-operative agreement with	alliance	1	1	103	1	1.0
are not necessarily members of	alliance	1	1	103	1	1.0
became a member-elect of	alliance	1	1	103	1	1.0
became an associate member of	alliance	1	1	103	1	1.0
became the 14th member of	alliance	1	1	103	1	1.0
became the 25th member of	alliance	1	1	103	1	1.0
became the 26th	alliance	1	1	103	1	1.0
began serving as a	alliance	1	1	103	1	1.0
exited from	alliance	1	1	103	1	1.0
flying as	alliance	1	1	103	1	1.0
founded Overseas	alliance	1	1	103	1	1.0
having become a member of	alliance	1	1	103	1	1.0
is an affiliate member of	alliance	1	1	103	1	1.0
later operated	alliance	1	1	103	1	1.0
was a member of the global	alliance	1	1	103	1	1.0
was a regional airline operating for	alliance	1	1	103	1	1.0
was an affiiate member of the	alliance	1	1	103	1	1.0
graduated from	almaMater	2669	33	20081	3958	54.539031038
studied law at the	almaMater	162	3	20081	166	52.6987951807
graduated from the	almaMater	1421	24	20081	1895	44.3984388742
was graduated from the	almaMater	31	1	20081	31	31.0
attended the	almaMater	1272	33	20081	2054	23.8704080729
then enrolled at the	almaMater	21	1	20081	21	21.0
graduated magna cum laude from	almaMater	46	2	20081	53	19.9622641509
attended	almaMater	2216	45	20081	5670	19.2461532432
studied Law at the	almaMater	18	1	20081	18	18.0
studied at	almaMater	401	15	20081	649	16.5178222907
studied at the	almaMater	455	16	20081	797	16.2347082811
was educated at	almaMater	610	18	20081	1453	14.2272692514
studied political science at the	almaMater	14	1	20081	14	14.0
was educated at the	almaMater	295	15	20081	419	13.846459825
studied law at	almaMater	109	7	20081	123	13.7990708479
is a graduate of	almaMater	262	14	20081	363	13.5072805982
graduated summa cum laude from	almaMater	29	2	20081	33	12.7424242424
graduated magna cum laude from the	almaMater	12	1	20081	12	12.0
holds degrees from	almaMater	11	1	20081	11	11.0
then studied law at	almaMater	11	1	20081	11	11.0
was arranged by	animator	1	3	1	3	0.111111111111
national anthem ,	anthem	7	1	38	7	7.0
anthem	anthem	3	1	38	3	3.0
, who composed the music for the	anthem	1	1	38	1	1.0
, who wrote the words of the	anthem	1	1	38	1	1.0
had adopted the	anthem	1	1	38	1	1.0
national anthem	anthem	1	1	38	1	1.0
patriotic song	anthem	1	1	38	1	1.0
was the official name of	anthem	1	1	38	1	1.0
celebrates	anthem	1	2	38	2	0.25
retains	anthem	1	2	38	3	0.166666666667
gained control of	anthem	1	5	38	6	0.0333333333333
displays	anthem	1	6	38	9	0.0185185185185
adopted the	anthem	2	19	38	26	0.0080971659919
controlled	anthem	1	16	38	22	0.00284090909091
had a	anthem	1	16	38	26	0.00240384615385
uses	anthem	2	35	38	83	0.0013769363167
adopted	anthem	1	19	38	49	0.00107411385607
took place in	anthem	1	20	38	156	0.000320512820513
is	anthem	8	221	38	7275	3.98065649733e-05
was the	anthem	1	118	38	1885	4.49579643034e-06
had been named by	appointer	2	1	72	2	2.0
received a recess appointment from	appointer	2	1	72	2	2.0
, who had been appointed by	appointer	1	1	72	1	1.0
, who was nominated by	appointer	1	1	72	1	1.0
had a private meeting with	appointer	1	1	72	1	1.0
is the son-in-law of	appointer	1	1	72	1	1.0
presented this to	appointer	1	1	72	1	1.0
set out the principle that the	appointer	1	1	72	1	1.0
understood that	appointer	1	1	72	1	1.0
was renominated in	appointer	1	1	72	1	1.0
would even express disappointment with	appointer	1	1	72	1	1.0
again accompanied	appointer	1	2	72	2	0.25
could safely assume	appointer	1	2	72	2	0.25
displayed considerable independence from the	appointer	1	2	72	2	0.25
quipped that	appointer	1	2	72	2	0.25
refused a personal plea by	appointer	1	2	72	2	0.25
sympathized with	appointer	1	2	72	2	0.25
was nominated by	appointer	10	13	72	41	0.187617260788
, who had been a	appointer	1	4	72	6	0.0416666666667
received an invitation from	appointer	1	6	72	7	0.0238095238095
is an uninhabited island within the	archipelago	16	1	491	16	16.0
are an uninhabited	archipelago	8	1	491	8	8.0
is an atoll of the	archipelago	7	1	491	7	7.0
is an ice-free island in the	archipelago	7	1	491	7	7.0
is the northernmost island in the	archipelago	5	1	491	5	5.0
is an island of the	archipelago	30	5	491	39	4.61538461538
is a small atoll of the	archipelago	4	1	491	4	4.0
is an uninhabited member of the	archipelago	4	1	491	4	4.0
is an island located among the	archipelago	3	1	491	3	3.0
is the westernmost of the	archipelago	3	1	491	3	3.0
is an island in the	archipelago	40	5	491	115	2.78260869565
Island ,	archipelago	30	6	491	57	2.63157894737
is the largest island of the	archipelago	8	3	491	10	2.13333333333
is a small island of the	archipelago	5	2	491	6	2.08333333333
form a minor subgroup of the	archipelago	2	1	491	2	2.0
is a forested island in	archipelago	2	1	491	2	2.0
is the second largest island in the	archipelago	2	1	491	2	2.0
is the southernmost island of the	archipelago	2	1	491	2	2.0
is the largest of the	archipelago	15	5	491	25	1.8
is an atoll in the	archipelago	8	3	491	12	1.77777777778
architect	architect	15	1	358	15	15.0
was designed by	architect	105	15	358	196	3.75
designed by	architect	55	11	358	105	2.61904761905
architect ,	architect	2	1	358	2	2.0
has been designed by	architect	2	1	358	2	2.0
, whose famous gates	architect	1	1	358	1	1.0
Recess ,	architect	1	1	358	1	1.0
actually belonged to	architect	1	1	358	1	1.0
are associated with the	architect	1	1	358	1	1.0
are classic examples of	architect	1	1	358	1	1.0
both designed by	architect	1	1	358	1	1.0
building that	architect	1	1	358	1	1.0
castles ,	architect	1	1	358	1	1.0
commemorates	architect	1	1	358	1	1.0
complex designed by	architect	1	1	358	1	1.0
depicted was based on	architect	1	1	358	1	1.0
done jointly with	architect	1	1	358	1	1.0
effectively ended the career of the	architect	1	1	358	1	1.0
followed the Mannerist style of	architect	1	1	358	1	1.0
foreshadows	architect	1	1	358	1	1.0
is a historic	architecturalStyle	92	5	729	109	15.5302752294
was designed in the	architecturalStyle	15	1	729	15	15.0
is a two-story	architecturalStyle	11	1	729	11	11.0
is an historic	architecturalStyle	38	5	729	47	6.14468085106
is built in the	architecturalStyle	5	1	729	5	5.0
is a three-story	architecturalStyle	5	2	729	6	2.08333333333
includes examples of	architecturalStyle	2	1	729	2	2.0
is a 12-story	architecturalStyle	2	1	729	2	2.0
is a four-story	architecturalStyle	2	1	729	2	2.0
is a house with	architecturalStyle	2	1	729	2	2.0
is a low-rise	architecturalStyle	2	1	729	2	2.0
is a rectangular	architecturalStyle	2	1	729	2	2.0
is a single-story	architecturalStyle	2	1	729	2	2.0
is a stunning example of	architecturalStyle	2	1	729	2	2.0
is a two-story rectangular	architecturalStyle	2	1	729	2	2.0
is a vernacular	architecturalStyle	2	1	729	2	2.0
is considered an excellent example of	architecturalStyle	2	1	729	2	2.0
is designed in	architecturalStyle	2	1	729	2	2.0
was constructed in the	architecturalStyle	2	1	729	2	2.0
was built in the	architecturalStyle	11	4	729	16	1.890625
is a golf course in	areaOfSearch	1	1	6	1	1.0
is a natural harbour in	areaOfSearch	1	1	6	1	1.0
is a sand dune system on the	areaOfSearch	1	1	6	1	1.0
is a scientific drilling project in	areaOfSearch	1	1	6	1	1.0
nature reserve ,	areaOfSearch	1	1	6	1	1.0
is a nature reserve in	areaOfSearch	1	4	6	28	0.00892857142857
is situated northeast of	arrondissement	6	1	148	6	6.0
is situated northwest of	arrondissement	5	1	148	5	5.0
is situated southwest of	arrondissement	10	2	148	11	4.54545454545
is situated west of	arrondissement	7	2	148	9	2.72222222222
is situated north of	arrondissement	6	2	148	7	2.57142857143
is situated some north of	arrondissement	2	1	148	2	2.0
is situated some northeast of	arrondissement	2	1	148	2	2.0
was ceded to the	arrondissement	2	1	148	2	2.0
, who was ravaging the lands around	arrondissement	1	1	148	1	1.0
adjoins the city of	arrondissement	1	1	148	1	1.0
also lies within the	arrondissement	1	1	148	1	1.0
being a village near	arrondissement	1	1	148	1	1.0
being so close to	arrondissement	1	1	148	1	1.0
has a geographic location on the	arrondissement	1	1	148	1	1.0
is a dormitory town for	arrondissement	1	1	148	1	1.0
is a municipality located close to	arrondissement	1	1	148	1	1.0
is a satellite town of	arrondissement	1	1	148	1	1.0
is annexed to	arrondissement	1	1	148	1	1.0
is located North of	arrondissement	1	1	148	1	1.0
is positioned between	arrondissement	1	1	148	1	1.0
receives blood supply from the	artery	1	1	1	1	1.0
is an album by	artist	1433	21	15538	1931	50.6396636334
is the sixth album by	artist	74	2	15538	94	29.1276595745
is a live album by	artist	335	10	15538	442	25.3902714932
is the third album by	artist	272	9	15538	360	22.8345679012
is the second album by	artist	402	13	15538	575	21.619264214
is a compilation album by	artist	287	11	15538	388	19.2992033739
is the fifth album by	artist	110	5	15538	159	15.2201257862
is a studio album by	artist	190	9	15538	265	15.1362683438
is the debut album by	artist	332	16	15538	470	14.6574468085
is the fourth album by	artist	159	8	15538	223	14.1709641256
produced by the	artist	57	4	15538	61	13.3155737705
is the first album by	artist	131	8	15538	176	12.1882102273
is a jazz album by	artist	38	3	15538	43	11.1937984496
is the debut album of	artist	103	7	15538	144	10.5248015873
is the first full-length album by	artist	40	3	15538	56	9.52380952381
is the ninth studio album by	artist	54	4	15538	80	9.1125
is the fourth studio album by	artist	152	12	15538	213	9.03912363067
is the third studio album by	artist	169	13	15538	250	8.788
is an EP by	artist	107	9	15538	147	8.65381708239
is the second studio album by	artist	192	15	15538	288	8.53333333333
rolled off the	assembly	3	1	67	3	3.0
was assembled in	assembly	2	1	67	2	2.0
driving for famed	assembly	1	1	67	1	1.0
has been the best selling model in	assembly	1	1	67	1	1.0
is an upscale full-size premium sedan from	assembly	1	1	67	1	1.0
is built at the	assembly	1	1	67	1	1.0
is manufactured in	assembly	1	1	67	1	1.0
is marketed in	assembly	1	1	67	1	1.0
is the first car from the	assembly	1	1	67	1	1.0
quickly gained popularity in	assembly	1	1	67	1	1.0
rolled off the assembly line at the	assembly	1	1	67	1	1.0
rolled off this	assembly	1	1	67	1	1.0
started arriving into	assembly	1	1	67	1	1.0
was already underway at	assembly	1	1	67	1	1.0
was produced in the	assembly	1	1	67	1	1.0
was started in the	assembly	1	1	67	1	1.0
was the range-topping version of	assembly	1	1	67	1	1.0
was the third type of	assembly	1	1	67	1	1.0
were assembled at the	assembly	1	1	67	1	1.0
were assembled in	assembly	1	1	67	1	1.0
became chairman alongside	associate	1	1	124	1	1.0
becoming the first consul together with	associate	1	1	124	1	1.0
had agreed with	associate	1	1	124	1	1.0
had become consul with	associate	1	1	124	1	1.0
had strong personal reservations about	associate	1	1	124	1	1.0
is also a close friend of	associate	1	1	124	1	1.0
is just a bit more efficient than	associate	1	1	124	1	1.0
patron	associate	1	1	124	1	1.0
personally disapproved of	associate	1	1	124	1	1.0
shared a collegiate presidency with	associate	1	1	124	1	1.0
was elected alongside	associate	1	1	124	1	1.0
was elected consul jointly with	associate	1	1	124	1	1.0
was released by the British	associate	1	1	124	1	1.0
was treasurer in the	associate	1	1	124	1	1.0
won re-election with	associate	1	1	124	1	1.0
would gain	associate	1	1	124	1	1.0
served alongside	associate	6	4	124	10	0.9
formed an alliance with	associate	4	5	124	10	0.32
, who earlier fought the conservatives with	associate	1	2	124	2	0.25
, who had been drifting apart from	associate	1	2	124	2	0.25
, whom were the	associatedAct	1	1	49	1	1.0
frequently sings	associatedAct	1	1	49	1	1.0
has been called the next	associatedAct	1	1	49	1	1.0
has been dropped from	associatedAct	1	1	49	1	1.0
is considered the baby of	associatedAct	1	1	49	1	1.0
started taking singing lessons by the late	associatedAct	1	1	49	1	1.0
would be separated from	associatedAct	1	1	49	1	1.0
was a former member of	associatedAct	6	5	49	14	0.514285714286
are called the	associatedAct	1	2	49	2	0.25
was held the concert with	associatedAct	1	2	49	2	0.25
is still with	associatedAct	1	3	49	3	0.111111111111
met the other members of	associatedAct	1	3	49	3	0.111111111111
Project	associatedAct	1	4	49	4	0.0625
filed a lawsuit against	associatedAct	4	10	49	28	0.0571428571429
was the lead vocalist of	associatedAct	1	4	49	6	0.0416666666667
was recruited into	associatedAct	1	4	49	10	0.025
x	associatedAct	1	6	49	8	0.0208333333333
was also in	associatedAct	1	7	49	20	0.00714285714286
debuted in	associatedAct	2	19	49	54	0.00389863547758
was the first of the	associatedAct	1	14	49	19	0.00375939849624
toured with	associatedBand	243	8	24019	497	14.8513581489
formed	associatedBand	782	35	24019	1700	10.2777142857
reformed	associatedBand	123	6	24019	251	10.0458167331
also toured with	associatedBand	26	2	24019	52	6.5
has toured with	associatedBand	25	2	24019	50	6.25
performed with	associatedBand	135	11	24019	287	5.77288565093
wrote the song with	associatedBand	23	2	24019	46	5.75
also performed with	associatedBand	22	2	24019	44	5.5
began touring with	associatedBand	20	2	24019	40	5.0
was the drummer for	associatedBand	18	2	24019	36	4.5
has performed with	associatedBand	26	3	24019	53	4.25157232704
was touring with	associatedBand	16	2	24019	32	4.0
sang with	associatedBand	24	3	24019	49	3.91836734694
recorded with	associatedBand	88	10	24019	199	3.89145728643
also produced	associatedBand	38	5	24019	79	3.65569620253
, who had played with	associatedBand	22	3	24019	45	3.58518518519
co-wrote	associatedBand	39	5	24019	86	3.53720930233
side project	associatedBand	14	2	24019	28	3.5
band	associatedBand	30	4	24019	65	3.46153846154
also co-wrote	associatedBand	21	3	24019	43	3.41860465116
toured with	associatedMusicalArtist	243	8	24019	497	14.8513581489
formed	associatedMusicalArtist	782	35	24019	1700	10.2777142857
reformed	associatedMusicalArtist	123	6	24019	251	10.0458167331
also toured with	associatedMusicalArtist	26	2	24019	52	6.5
has toured with	associatedMusicalArtist	25	2	24019	50	6.25
performed with	associatedMusicalArtist	135	11	24019	287	5.77288565093
wrote the song with	associatedMusicalArtist	23	2	24019	46	5.75
also performed with	associatedMusicalArtist	22	2	24019	44	5.5
began touring with	associatedMusicalArtist	20	2	24019	40	5.0
was the drummer for	associatedMusicalArtist	18	2	24019	36	4.5
