began inducting the	aircraftAttack	1	2	44	2	0.25
has grounded the entire	aircraftAttack	1	2	44	2	0.25
has operated the	aircraftAttack	1	2	44	2	0.25
primarily used	aircraftAttack	1	2	44	2	0.25
operating the	aircraftAttack	1	2	44	3	0.166666666667
currently operates the	aircraftAttack	1	3	44	3	0.111111111111
is equipped with the	aircraftAttack	1	3	44	3	0.111111111111
is the 4th largest operator of	aircraftAttack	1	3	44	3	0.111111111111
operates the	aircraftAttack	4	10	44	17	0.0941176470588
operated	aircraftAttack	2	5	44	9	0.0888888888889
are known as	aircraftAttack	2	6	44	8	0.0833333333333
flying	aircraftAttack	2	5	44	12	0.0666666666667
arrived equipped with	aircraftBomber	1	1	17	1	1.0
converted to the then new	aircraftBomber	1	1	17	1	1.0
currently flies the	aircraftBomber	1	1	17	1	1.0
initially used the	aircraftBomber	1	1	17	1	1.0
provided fighter protection for	aircraftBomber	1	1	17	1	1.0
serial Ñ	aircraftBomber	1	1	17	1	1.0
stationed	aircraftBomber	1	1	17	1	1.0
operated	aircraftBomber	4	5	17	9	0.355555555556
were equipped with	aircraftBomber	1	2	17	2	0.25
operating	aircraftBomber	1	5	17	16	0.0125
converted to	aircraftBomber	1	7	17	88	0.00162337662338
is currently the	aircraftBomber	1	17	17	50	0.00117647058824
including	aircraftBomber	1	43	17	127	0.000183116645303
was a	aircraftBomber	1	186	17	15445	3.48096088444e-07
are deploying	aircraftElectronic	1	1	11	1	1.0
commenced transition from the	aircraftElectronic	1	1	11	1	1.0
flies the	aircraftElectronic	2	2	11	3	0.666666666667
transitioned to the	aircraftElectronic	1	2	11	8	0.0625
use the	aircraftElectronic	1	5	11	7	0.0285714285714
deployed	aircraftElectronic	1	6	11	6	0.0277777777778
flew	aircraftElectronic	1	6	11	7	0.0238095238095
flying the	aircraftElectronic	1	4	11	14	0.0178571428571
operates the	aircraftElectronic	1	10	11	17	0.00588235294118
used	aircraftElectronic	1	41	11	79	0.000308737264588
transitioned to the	aircraftFighter	7	2	84	8	3.0625
fielded the	aircraftFighter	3	1	84	3	3.0
flying the	aircraftFighter	11	4	84	14	2.16071428571
all operating	aircraftFighter	2	1	84	2	2.0
was re-equipped with	aircraftFighter	2	1	84	2	2.0
operating	aircraftFighter	9	5	84	16	1.0125
began as a small	aircraftFighter	1	1	84	1	1.0
brought the speedier	aircraftFighter	1	1	84	1	1.0
equipped with	aircraftFighter	1	1	84	1	1.0
favoured acquiring the	aircraftFighter	1	1	84	1	1.0
flying the radar-equipped	aircraftFighter	1	1	84	1	1.0
has built an indigenous	aircraftFighter	1	1	84	1	1.0
including a	aircraftFighter	1	1	84	1	1.0
is the second largest user of the	aircraftFighter	1	1	84	1	1.0
operated a small fleet of	aircraftFighter	1	1	84	1	1.0
piloting	aircraftFighter	1	1	84	1	1.0
received more	aircraftFighter	1	1	84	1	1.0
still flying	aircraftFighter	1	1	84	1	1.0
transitioned to the supersonic	aircraftFighter	1	1	84	1	1.0
used some	aircraftFighter	1	1	84	1	1.0
additionally provides	aircraftHelicopter	1	1	14	1	1.0
recently received the	aircraftHelicopter	1	1	14	1	1.0
stated a	aircraftHelicopter	1	2	14	2	0.25
operates a	aircraftHelicopter	1	3	14	3	0.111111111111
operates the	aircraftHelicopter	4	10	14	17	0.0941176470588
operated the	aircraftHelicopter	1	5	14	5	0.04
operated	aircraftHelicopter	1	5	14	9	0.0222222222222
flying	aircraftHelicopter	1	5	14	12	0.0166666666667
used a	aircraftHelicopter	1	7	14	24	0.00595238095238
operates	aircraftHelicopter	1	18	14	26	0.00213675213675
used	aircraftHelicopter	1	41	14	79	0.000308737264588
used	aircraftHelicopterAttack	1	41	1	79	0.000308737264588
flying	aircraftHelicopterCargo	1	5	1	12	0.0166666666667
is the 4th largest operator of	aircraftInterceptor	1	3	2	3	0.111111111111
is currently the	aircraftInterceptor	1	17	2	50	0.00117647058824
also became the first operational	aircraftPatrol	1	1	11	1	1.0
made the first trans-Atlantic flight by a	aircraftPatrol	1	1	11	1	1.0
was once again fully operational as the first	aircraftPatrol	1	1	11	1	1.0
was replaced by a second	aircraftPatrol	1	1	11	1	1.0
also operated	aircraftPatrol	2	3	11	4	0.333333333333
conducted of	aircraftPatrol	1	2	11	2	0.25
were equipped with	aircraftPatrol	1	2	11	2	0.25
currently operates the	aircraftPatrol	1	3	11	3	0.111111111111
operating	aircraftPatrol	1	5	11	16	0.0125
followed by	aircraftPatrol	1	9	11	12	0.00925925925926
have operated a number of	aircraftRecon	1	1	5	1	1.0
reported that a	aircraftRecon	1	1	5	1	1.0
currently uses the	aircraftRecon	1	2	5	3	0.166666666667
were the	aircraftRecon	1	19	5	26	0.00202429149798
used	aircraftRecon	1	41	5	79	0.000308737264588
fly the	aircraftTrainer	2	1	12	2	2.0
also includes native-made	aircraftTrainer	1	1	12	1	1.0
began receiving the first	aircraftTrainer	1	1	12	1	1.0
mainly operates the	aircraftTrainer	1	1	12	1	1.0
took delivery of the	aircraftTrainer	1	1	12	1	1.0
has operated	aircraftTrainer	1	2	12	2	0.25
operates the	aircraftTrainer	1	10	12	17	0.00588235294118
using	aircraftTrainer	1	15	12	18	0.0037037037037
announced that the	aircraftTrainer	1	20	12	40	0.00125
uses the	aircraftTrainer	1	25	12	58	0.000689655172414
received	aircraftTrainer	1	26	12	96	0.000400641025641
CH-47	aircraftTransport	1	1	32	1	1.0
aircraft designation	aircraftTransport	1	1	32	1	1.0
airplane	aircraftTransport	1	1	32	1	1.0
began receiving deliveries of the	aircraftTransport	1	1	32	1	1.0
dispatched a	aircraftTransport	1	1	32	1	1.0
landed a	aircraftTransport	1	1	32	1	1.0
sent flights of	aircraftTransport	1	1	32	1	1.0
successfully landed a	aircraftTransport	1	1	32	1	1.0
tanker	aircraftTransport	1	1	32	1	1.0
transport	aircraftTransport	1	1	32	1	1.0
transported the helicopter in a	aircraftTransport	1	1	32	1	1.0
twice sent	aircraftTransport	1	1	32	1	1.0
conducted of	aircraftTransport	1	2	32	2	0.25
has operated	aircraftTransport	1	2	32	2	0.25
operating	aircraftTransport	4	5	32	16	0.2
sent a	aircraftTransport	3	6	32	8	0.1875
flies the	aircraftTransport	1	2	32	3	0.166666666667
currently operates the	aircraftTransport	1	3	32	3	0.111111111111
maintains	aircraftTransport	1	3	32	3	0.111111111111
named a	aircraftTransport	1	3	32	3	0.111111111111
SE ,	aka	1	1	40	1	1.0
Type	aka	1	1	40	1	1.0
being rebadged as an	aka	1	1	40	1	1.0
generation	aka	1	1	40	1	1.0
is a badge engineering version of the	aka	1	1	40	1	1.0
is a chassis designation for the	aka	1	1	40	1	1.0
is sold as the	aka	1	1	40	1	1.0
is the Japanese version of the	aka	1	1	40	1	1.0
is the internal designation for the	aka	1	1	40	1	1.0
underwent a redesign alongside the	aka	1	1	40	1	1.0
was a renaming of the	aka	1	1	40	1	1.0
was considerably more expensive than the	aka	1	1	40	1	1.0
was marketed as the	aka	1	1	40	1	1.0
was sold as the	aka	3	3	40	7	0.428571428571
became the base of the	aka	1	2	40	2	0.25
being sold as the	aka	1	2	40	2	0.25
evolved into the	aka	1	2	40	2	0.25
rebadged as the	aka	1	2	40	2	0.25
was now a rebadged	aka	1	2	40	2	0.25
was sold under the	aka	1	2	40	2	0.25
are adapted from	album	10	2	445	11	4.54545454545
would be the third single from	album	3	1	445	3	3.0
a further hit from	album	2	1	445	2	2.0
taken from	album	2	1	445	2	2.0
was recorded during the last	album	2	1	445	2	2.0
was the only song from	album	2	1	445	2	2.0
will be the second single from	album	2	1	445	2	2.0
would be the second single from	album	2	1	445	2	2.0
was the only song on	album	3	2	445	4	1.125
all-star benefit song	album	1	1	445	1	1.0
appear on the	album	1	1	445	1	1.0
appeared on the single	album	1	1	445	1	1.0
are adapted from the	album	1	1	445	1	1.0
are available in the	album	1	1	445	1	1.0
became the biggest hit on	album	1	1	445	1	1.0
became the debut single from the	album	1	1	445	1	1.0
became the fifth consecutive song from	album	1	1	445	1	1.0
became the fourth track from	album	1	1	445	1	1.0
being the lead single from	album	1	1	445	1	1.0
best tracks on	album	1	1	445	1	1.0
, who later becomes	alias	1	1	28	1	1.0
based upon	alias	1	1	28	1	1.0
began performing as the	alias	1	1	28	1	1.0
created the identity of	alias	1	1	28	1	1.0
together are known as the	alias	1	1	28	1	1.0
was conflated with the historical	alias	1	1	28	1	1.0
, who becomes	alias	1	2	28	2	0.25
also used the	alias	1	2	28	2	0.25
had been writing material since	alias	1	2	28	2	0.25
is based upon	alias	1	2	28	2	0.25
started writing under the	alias	1	2	28	2	0.25
told that	alias	1	2	28	2	0.25
was transformed into the	alias	1	2	28	2	0.25
has expressed that	alias	1	2	28	3	0.166666666667
is the second solo release from	alias	1	3	28	3	0.111111111111
is the stage name of	alias	1	3	28	3	0.111111111111
becoming the	alias	1	8	28	10	0.0125
album	alias	1	7	28	23	0.00621118012422
also said that	alias	1	10	28	17	0.00588235294118
mentioned that	alias	1	11	28	17	0.00534759358289
is a combat engineer brigade of the	allegiance	4	1	833	4	4.0
was a tank destroyer battalion of the	allegiance	10	2	833	14	3.57142857143
was a volksgrenadier division of the	allegiance	8	2	833	9	3.55555555556
is an aviation brigade of the	allegiance	3	1	833	3	3.0
was an infantry regiment in the	allegiance	10	2	833	20	2.5
, who helped consolidate the	allegiance	2	1	833	2	2.0
, who is also the Father of the	allegiance	2	1	833	2	2.0
had supported the	allegiance	2	1	833	2	2.0
is a military communications brigade of the	allegiance	2	1	833	2	2.0
is regarded as the first	allegiance	2	1	833	2	2.0
is the current chairman of the	allegiance	2	1	833	2	2.0
is the general staff of the	allegiance	2	1	833	2	2.0
is the uniformed gendarmerie-like force in	allegiance	2	1	833	2	2.0
joined the French-backed	allegiance	2	1	833	2	2.0
pulled out a small-scale map of	allegiance	2	1	833	2	2.0
soon followed with the	allegiance	2	1	833	2	2.0
was the most prominent figure in the	allegiance	2	1	833	2	2.0
, who assumed command of	allegiance	1	1	833	1	1.0
, who espoused strict neutrality for the	allegiance	1	1	833	1	1.0
, who famously fought on the	allegiance	1	1	833	1	1.0
became an affiliate member of	alliance	2	1	93	2	2.0
became the 27th member of	alliance	2	1	93	2	2.0
has codeshare agreements with	alliance	2	1	93	2	2.0
also entered a co-operative agreement with	alliance	1	1	93	1	1.0
are not necessarily members of	alliance	1	1	93	1	1.0
became a member-elect of	alliance	1	1	93	1	1.0
became an associate member of	alliance	1	1	93	1	1.0
began serving as a	alliance	1	1	93	1	1.0
built a network around the	alliance	1	1	93	1	1.0
exited from	alliance	1	1	93	1	1.0
flying as	alliance	1	1	93	1	1.0
founded Overseas	alliance	1	1	93	1	1.0
later operated	alliance	1	1	93	1	1.0
provided code-share commuter passenger feed services for	alliance	1	1	93	1	1.0
was a member of the global	alliance	1	1	93	1	1.0
was a regional airline operating for	alliance	1	1	93	1	1.0
was an affiliate member of	alliance	1	1	93	1	1.0
was painted with the	alliance	1	1	93	1	1.0
became a full member of	alliance	1	2	93	2	0.25
became an official member of the	alliance	1	2	93	2	0.25
graduated from	almaMater	2338	33	17316	3539	46.8052437343
studied law at the	almaMater	142	3	17316	146	46.0365296804
graduated from the	almaMater	1254	27	17316	1660	35.0851405622
was graduated from the	almaMater	29	1	17316	29	29.0
studied at	almaMater	367	12	17316	563	19.9362048549
graduated magna cum laude from	almaMater	37	2	17316	39	17.5512820513
received a law degree from	almaMater	17	1	17316	17	17.0
studied mathematics at the	almaMater	17	1	17316	17	17.0
then enrolled at the	almaMater	17	1	17316	17	17.0
attended the	almaMater	1126	44	17316	1787	16.1249936409
earned a B.A. from	almaMater	16	1	17316	16	16.0
studied Law at the	almaMater	15	1	17316	15	15.0
studied physics at	almaMater	15	1	17316	15	15.0
studied at the	almaMater	414	17	17316	694	14.5275470419
studied chemistry at the	almaMater	30	2	17316	31	14.5161290323
then graduated from the	almaMater	14	1	17316	14	14.0
attended	almaMater	1922	54	17316	5070	13.4928921031
graduated summa cum laude from	almaMater	26	2	17316	27	12.5185185185
was educated at	almaMater	568	21	17316	1263	12.1639331901
studied biology at the	almaMater	12	1	17316	12	12.0
holds honorary doctorates from	almaMatter	1	2	5	2	0.25
taught at	almaMatter	1	11	5	62	0.00146627565982
graduated from the	almaMatter	1	27	5	1660	2.23114680946e-05
attended the	almaMatter	1	44	5	1787	1.2718115684e-05
attended	almaMatter	1	54	5	5070	3.65256775513e-06
, who earlier fought the conservatives with	alongside	1	1	88	1	1.0
became chairman alongside	alongside	1	1	88	1	1.0
becoming the first consul together with	alongside	1	1	88	1	1.0
gained fewer votes than	alongside	1	1	88	1	1.0
had agreed with	alongside	1	1	88	1	1.0
had become consul with	alongside	1	1	88	1	1.0
is also a close friend of	alongside	1	1	88	1	1.0
is just a bit more efficient than	alongside	1	1	88	1	1.0
patron	alongside	1	1	88	1	1.0
was elected alongside	alongside	1	1	88	1	1.0
was elected consul jointly with	alongside	1	1	88	1	1.0
was released by the British	alongside	1	1	88	1	1.0
was treasurer in the	alongside	1	1	88	1	1.0
won re-election with	alongside	1	1	88	1	1.0
served alongside	alongside	5	4	88	8	0.78125
, who had been drifting apart from	alongside	1	2	88	2	0.25
, whose earliest appearance in	alongside	1	2	88	2	0.25
as well Go	alongside	1	2	88	2	0.25
defeated both	alongside	1	2	88	2	0.25
enters just after	alongside	1	2	88	2	0.25
apparently murder	alterEgo	1	1	13	1	1.0
can eliminate an unconscious	alterEgo	1	1	13	1	1.0
is a friend/foe of	alterEgo	1	1	13	1	1.0
symbiote ,	alterEgo	1	1	13	1	1.0
assists	alterEgo	1	2	13	2	0.25
approaches	alterEgo	1	6	13	9	0.0185185185185
is the mother of	alterEgo	1	8	13	21	0.00595238095238
, who is	alterEgo	1	15	13	27	0.00246913580247
s	alterEgo	1	25	13	85	0.000470588235294
was also	alterEgo	1	33	13	157	0.000193012931866
is	alterEgo	2	247	13	5056	3.20299287654e-06
was	alterEgo	1	215	13	5351	8.692137527e-07
also known as the historic	alternateName	4	1	34	4	4.0
contribute to the	alternateName	5	2	34	6	2.08333333333
are officially parts of the	alternateName	1	1	34	1	1.0
being cut back to the	alternateName	1	1	34	1	1.0
departs the historical routes of the	alternateName	1	1	34	1	1.0
follows the former route of	alternateName	1	1	34	1	1.0
includes the entire length of the	alternateName	1	1	34	1	1.0
is a dual carriageway section of	alternateName	1	1	34	1	1.0
is also a branch of the	alternateName	1	1	34	1	1.0
is co-signed	alternateName	1	1	34	1	1.0
is designated as	alternateName	1	1	34	1	1.0
is the easternmost portion of	alternateName	1	1	34	1	1.0
was cut back to the	alternateName	1	1	34	1	1.0
will carry the	alternateName	1	1	34	1	1.0
become the new	alternateName	1	2	34	2	0.25
is the southernmost of	alternateName	1	2	34	2	0.25
is the main branch of the	alternateName	1	3	34	3	0.111111111111
was originally part of the	alternateName	1	4	34	4	0.0625
known as the	alternateName	1	10	34	13	0.00769230769231
was known as the	alternateName	1	11	34	14	0.00649350649351
was elected a	alternativeNames	1	10	3	111	0.000900900900901
entered the	alternativeNames	1	60	3	660	2.52525252525e-05
was born in	alternativeNames	1	58	3	68721	2.50889528824e-07
operates	analog	1	18	1	26	0.00213675213675
was arranged by	animator	1	3	1	3	0.111111111111
celebrates	anthem	1	3	1	3	0.111111111111
is a golf course in	aos	1	1	1	1	1.0
had been named by	appointed	2	1	16	2	2.0
, who had been appointed by	appointed	1	1	16	1	1.0
understood that	appointed	1	1	16	1	1.0
again accompanied	appointed	1	2	16	2	0.25
refused a personal plea by	appointed	1	2	16	2	0.25
, who had been a	appointed	1	2	16	4	0.125
acknowledged	appointed	1	7	16	8	0.0178571428571
chaired	appointed	1	9	16	10	0.0111111111111
was chairman of	appointed	1	10	16	15	0.00666666666667
rejected	appointed	1	15	16	42	0.0015873015873
praised	appointed	1	16	16	41	0.0015243902439
suggested that	appointed	1	21	16	42	0.00113378684807
supported the	appointed	1	18	16	60	0.000925925925926
told	appointed	1	35	16	206	0.000138696255201
served as	appointed	1	62	16	1305	1.2359411692e-05
received a recess appointment from	appointer	2	1	56	2	2.0
, who was nominated by	appointer	1	1	56	1	1.0
also requested a meeting with	appointer	1	1	56	1	1.0
could safely assume	appointer	1	1	56	1	1.0
had a private meeting with	appointer	1	1	56	1	1.0
is the son-in-law of	appointer	1	1	56	1	1.0
presented this to	appointer	1	1	56	1	1.0
quipped that	appointer	1	1	56	1	1.0
set out the principle that the	appointer	1	1	56	1	1.0
was renominated in	appointer	1	1	56	1	1.0
would even express disappointment with	appointer	1	1	56	1	1.0
displayed considerable independence from the	appointer	1	2	56	2	0.25
sympathized with	appointer	1	2	56	2	0.25
was nominated by	appointer	10	14	56	41	0.174216027875
received an invitation from	appointer	1	3	56	4	0.0833333333333
voted with	appointer	1	5	56	6	0.0333333333333
had led the	appointer	1	9	56	13	0.00854700854701
was among	appointer	1	10	56	13	0.00769230769231
was recommended to	appointer	1	7	56	26	0.00549450549451
was appointed by	appointer	3	23	56	151	0.00259141952203
is an uninhabited island within the	archipelago	16	1	406	16	16.0
are an uninhabited	archipelago	8	1	406	8	8.0
is an atoll of the	archipelago	7	1	406	7	7.0
is an ice-free island in the	archipelago	7	1	406	7	7.0
is a small island of the	archipelago	5	1	406	5	5.0
is the northernmost island in the	archipelago	5	1	406	5	5.0
is a small atoll of the	archipelago	4	1	406	4	4.0
is an uninhabited member of the	archipelago	4	1	406	4	4.0
is an island of the	archipelago	25	5	406	32	3.90625
is the largest island of the	archipelago	8	2	406	9	3.55555555556
Island ,	archipelago	27	6	406	39	3.11538461538
is an island located among the	archipelago	3	1	406	3	3.0
form a minor subgroup of the	archipelago	2	1	406	2	2.0
is an uninhabited island of the	archipelago	2	1	406	2	2.0
is the second largest island in the	archipelago	2	1	406	2	2.0
is the southernmost island of the	archipelago	2	1	406	2	2.0
is an island in the	archipelago	35	6	406	106	1.92610062893
is an atoll in the	archipelago	8	3	406	12	1.77777777778
is the northernmost island of the	archipelago	4	2	406	5	1.6
is the northernmost of the	archipelago	5	3	406	7	1.19047619048
architect	architect	10	1	287	10	10.0
was designed by	architect	86	12	287	157	3.92569002123
designed by	architect	47	7	287	85	3.71260504202
architect ,	architect	2	1	287	2	2.0
erected by	architect	2	1	287	2	2.0
has been designed by	architect	2	1	287	2	2.0
, whose famous gates	architect	1	1	287	1	1.0
Recess ,	architect	1	1	287	1	1.0
actually belonged to	architect	1	1	287	1	1.0
castles ,	architect	1	1	287	1	1.0
complex designed by	architect	1	1	287	1	1.0
depicted was based on	architect	1	1	287	1	1.0
done jointly with	architect	1	1	287	1	1.0
effectively ended the career of the	architect	1	1	287	1	1.0
foreshadows	architect	1	1	287	1	1.0
formed a prototype for	architect	1	1	287	1	1.0
greatly enhanced	architect	1	1	287	1	1.0
guided the founding of the	architect	1	1	287	1	1.0
has a distinct association to	architect	1	1	287	1	1.0
include a stereotypical	architect	1	1	287	1	1.0
, who built a	architecturalStyle	1	1	105	1	1.0
had a decisive influence on the French	architecturalStyle	1	1	105	1	1.0
is a 27-storey	architecturalStyle	1	1	105	1	1.0
is a Victorian	architecturalStyle	1	1	105	1	1.0
is a boldly romantic	architecturalStyle	1	1	105	1	1.0
is a classic example of	architecturalStyle	1	1	105	1	1.0
is a complex of	architecturalStyle	1	1	105	1	1.0
is a country house in the	architecturalStyle	1	1	105	1	1.0
is a large house of	architecturalStyle	1	1	105	1	1.0
is a large single-story	architecturalStyle	1	1	105	1	1.0
is a late 18th-century	architecturalStyle	1	1	105	1	1.0
is a low-rise	architecturalStyle	1	1	105	1	1.0
is a masterpiece of the	architecturalStyle	1	1	105	1	1.0
is a moated	architecturalStyle	1	1	105	1	1.0
is a modest	architecturalStyle	1	1	105	1	1.0
is a nineteenth-century	architecturalStyle	1	1	105	1	1.0
is a notable example of	architecturalStyle	1	1	105	1	1.0
is a palatial	architecturalStyle	1	1	105	1	1.0
is a portered	architecturalStyle	1	1	105	1	1.0
is a private house in the	architecturalStyle	1	1	105	1	1.0
was constructed in the	architecturalType	1	2	4	2	0.25
is a	architecturalType	3	276	4	36041	9.04766672739e-07
is a historic	architecture	41	6	317	54	5.18827160494
is a two-story	architecture	6	2	317	7	2.57142857143
is an historic	architecture	25	7	317	35	2.55102040816
is a four-story	architecture	2	1	317	2	2.0
is a rectangular	architecture	2	1	317	2	2.0
is a stunning example of	architecture	2	1	317	2	2.0
is a two-story rectangular	architecture	2	1	317	2	2.0
is a vernacular	architecture	2	1	317	2	2.0
was designed in the	architecture	9	3	317	14	1.92857142857
is a three-story	architecture	3	2	317	4	1.125
also employed the	architecture	1	1	317	1	1.0
are examples of	architecture	1	1	317	1	1.0
building incorporated	architecture	1	1	317	1	1.0
combined a	architecture	1	1	317	1	1.0
combines the rectilinearity of the	architecture	1	1	317	1	1.0
contains the largest collection of	architecture	1	1	317	1	1.0
designed in the	architecture	1	1	317	1	1.0
form a well-preserved example of the	architecture	1	1	317	1	1.0
has accumulated a significant collection of	architecture	1	1	317	1	1.0
is a 1.5-story	architecture	1	1	317	1	1.0
is the regional radio for	area	8	1	767	8	8.0
is a commercial radio station located in	area	71	3	767	256	6.56380208333
is a commercial radio station in	area	44	2	767	154	6.28571428571
is a radio station in	area	80	4	767	337	4.74777448071
is a radio station in the	area	12	2	767	23	3.13043478261
primarily serves the	area	3	1	767	3	3.0
is a radio station located in	area	19	2	767	75	2.40666666667
is a Canadian radio station broadcasting from	area	6	2	767	8	2.25
first started broadcasting in	area	2	1	767	2	2.0
is a classic rock music station in	area	2	1	767	2	2.0
is a local radio station in the	area	2	1	767	2	2.0
